frame,right_elbow,left_elbow,right_knee,left_knee
0,56.14754526204503,117.87209294384189,136.8310088009791,144.13454331433425
1,48.698425887809876,112.18662662353243,128.6815356428441,132.64110249478168
2,83.15605345525238,108.70030043139951,109.90078366819752,126.58686320226394
3,99.79783989241659,101.74967755360903,100.20411539976065,133.60817059779828
4,92.7840377998989,99.25962185746909,91.24553541116998,144.25161021039716
5,93.60963111100307,108.3947496481629,79.65609358443943,160.4672815533724
6,93.61000955029219,114.31936588087443,67.22548226235708,165.17535823435733
7,73.06419255798296,118.23535386069076,58.43720610029,163.81215228524087
8,63.5456218914656,115.89966860908864,51.81108426831185,163.47288919069518
9,61.81376430779302,115.99858153507033,47.592908196304464,165.25415265661857
10,64.50437879563738,120.44025092768624,58.414630437595434,162.7259710706886
11,42.01564924640904,113.06511935691465,63.32046194200198,151.93576925108712
12,47.764439785897075,117.01967481168853,56.577132215270794,147.98654509170106
13,56.60434054128316,124.10946209301262,61.10105556389041,159.72720077616367
14,62.940305815201775,130.59650028518016,73.64733867855307,165.7949739075208
15,96.41394416830225,132.30509353110222,134.46301904255682,165.34413183830813
16,87.23384578926586,127.4045886481052,99.25327138389972,163.1161932215108
17,93.58117045493907,129.35413778140529,130.64640045319524,155.78406582964072
18,79.88415239438143,129.79288836393462,146.66968601232267,159.01567895264188
19,91.12488562293944,129.7348444106055,152.41790752122904,160.2867155171584
20,78.31989733371107,126.14703763604687,112.67803055229172,159.0539153258465
21,30.615178042301608,126.36904394155768,102.8344655190481,164.1083386285535
22,61.432889739483,119.44030989036942,52.76774462148824,166.5820997877872
23,76.93086417164614,114.70870996203861,53.02296818807662,160.68170677959506
24,75.36255593042662,123.52855936139434,52.678940183500956,157.98855347580266
25,84.027240069083,126.15116865537034,57.25025649478342,146.1223107148986
26,89.37300333644635,130.93413837524332,61.28595266531824,134.12609136638198
27,89.37488472972893,131.83122548826086,64.63152130317735,146.35445509979886
28,95.24991342369492,127.62000714491343,62.26868616217261,145.35748439822672
29,89.95571366235043,124.79843952491964,62.83854662166572,158.2264605367944
30,92.95809947781163,111.3386891411946,64.86959291504756,160.42439161757963
31,92.7824316876466,99.27401564040841,66.60231070916828,157.51486576594596
32,93.22116204578107,107.48706461104656,70.84496676265384,147.30015936534613
33,97.76269354853135,104.66960185068616,75.24256755411993,152.35759372077496
34,101.54554242553152,100.73509759745518,91.32886259471152,155.48283444580383
35,103.3959503695483,104.04631581875648,101.19174609167209,155.55490917475197
36,94.23827671478817,108.13991431447663,112.33544470868705,155.1629312770399
37,94.25627100553538,106.94403923112748,121.11692575740022,147.25037877437165
38,95.66334709597785,111.1054952552582,125.0914196901446,148.8022979475096
39,99.5715082160088,115.16064772398855,125.65339326627415,149.756128338195
40,112.66216604071364,113.41975902172516,124.1574213108995,147.92095582385792
41,121.15803933679108,112.24964371005801,133.81001177263582,157.7417365180941
42,131.37826706940638,115.58588700014626,138.12378061557106,155.5601772677526
43,141.6475062100402,113.4325691865581,137.69313411858332,154.92870062126485
44,148.14249495111505,115.0413096007191,133.06564851528634,153.5686268107149
45,140.2125512034158,112.43530922600635,130.6587931980728,149.74258652706445
46,145.42188915164678,113.12490363139612,129.76332981019837,153.83490948583065
47,134.31570577436366,116.68497884143122,124.420126652362,154.1372026002455
48,133.6010739450089,114.53784260588479,130.89833577228927,156.0451874935799
49,135.01819383623987,117.41317772080363,129.65003969646997,153.54756931054686
50,138.86070417209166,121.50397345064216,134.28555528341678,145.6653365325847
51,131.10772803733792,120.09000391947072,138.92841242995104,144.46475854828032
52,127.69950190636804,122.12780266919573,134.88202690005195,131.76128868370856
53,122.23342417011719,127.49580198164927,131.7566499265453,110.02228412684707
54,117.4074339898776,129.11565327027492,130.24933632138539,85.54138716644017
55,111.27291744381657,122.63527709421717,125.65592994453297,73.97160661103658
56,104.94347970012129,131.27753561247084,128.75201544788825,69.61202080370843
57,104.22658392026996,135.76131584117525,133.68797974882915,62.471403336540746
58,97.86145737522598,133.09263268900858,126.48637655577373,68.40882953004757
59,89.4154287847596,132.10854439394012,123.75314862032634,44.14951951168687
60,81.1802459179374,137.0112334757351,117.09543567373191,42.856152880767084
61,90.93907746204697,135.83303014818932,122.49456983763208,40.96727049216709
62,108.92154312531015,132.371306292426,124.05915920539809,37.99319116541825
