frame,right_elbow,left_elbow,right_knee,left_knee
0,119.00970789938643,122.69142535326127,140.55862878718895,99.6040256746013
1,119.26740111794985,125.77330002318249,136.7421362465515,98.92052273247303
2,119.20037533021299,123.78473002587728,132.6655013929081,107.72306271756129
3,118.31155865999611,122.71139693098652,121.25343050077079,104.63740188528193
4,116.13231028394463,125.38124635144251,91.24064093518648,109.89702621375726
5,113.04246919486889,125.3463000240328,75.77063262919232,110.27093307373791
6,116.56491714286958,126.75040083577512,60.365180494352025,112.9893715302764
7,113.442558851309,127.75622293299276,62.177742809826526,114.16638212509648
8,114.77405641260356,127.26882833217135,66.44643533223234,116.79133620724586
9,114.25376367916675,126.85944948397662,51.15398963420772,117.76854155891402
10,112.16415163920587,126.2088106985613,51.355895081437424,124.41721457195538
11,108.32825729384133,127.81740722517937,56.814438543306146,130.85484057407893
12,106.43524455229219,127.2706623142106,66.1021364511988,136.09162371255167
13,102.23634764852929,121.76623569842153,78.46442657397492,142.18728570401214
14,100.01586563770954,120.4703929644123,74.79818441620816,147.2749462195614
15,104.89754306342235,126.16521360101939,64.42754798659277,148.12669648126632
16,108.18757637569168,126.32923620836225,74.83589760896336,149.93691521838613
17,112.64840161334003,130.31721258252938,97.52602931776597,157.7438627382939
18,116.38408290473193,133.58522500359314,144.4893257558481,166.0305741396285
19,114.88930943926269,132.7533638445316,61.900864948256384,157.1941954646634
20,121.4188214063379,137.22529433686245,146.26757296969217,159.22000409737075
21,122.0916149993667,143.41378004294083,125.80006312819864,157.5141598588807
22,123.6578022407115,143.89451470757322,140.51402523915033,159.7125388589161
23,124.3667908468697,145.8137525125383,164.16388973791354,160.46254301931666
24,129.79992329861588,148.99913583694266,158.6478146030638,160.9297371848434
25,130.66350025802456,144.5055818702429,155.99876841943,160.73009927676276
26,126.19605565539348,136.3331742355999,151.03651025948224,158.8968909683745
27,128.08079458517025,130.9888849275883,137.1191935115314,162.72755230525237
28,124.50321757946784,131.08414733015562,108.89274962173629,161.5060676132323
29,120.35584588987633,127.35885721409092,93.58856421348565,143.77105879515773
30,115.8088839878015,123.02199959292294,102.16191219346041,149.6191269035942
31,117.79795132980901,117.03246375166144,105.23534502368568,145.28707076715054
32,128.02208964910815,123.09127292974394,110.18216597603976,142.10360350233842
33,130.4016721007867,134.0577639105847,113.66663532174636,136.21477398514773
34,131.54650805998895,137.34980489231526,116.64842468414513,137.44283379185092
35,132.58211251771445,139.31074672622688,118.95004539050493,139.86805755243088
36,130.02688469387306,138.15008380392885,119.56268863095937,138.3915703343073
37,122.10227685253221,136.72118477689446,128.0966736140182,139.2000284574675
38,125.21765869065317,134.33990049438458,134.20720759577364,141.69238701758758
39,127.24273149581146,131.8573641842177,149.5174091245419,155.0217221291068
40,128.31229460081803,120.61364975030492,146.11432300773333,150.91918586681476
41,125.48635975468464,115.57870338683028,147.41272375837082,149.02172040248956
42,121.15540220368268,112.52895446191489,152.19203034517824,153.19781020777822
43,117.89642329181042,118.85470155228718,145.71419488354005,142.01034002126374
44,112.51155182081973,112.50597563899089,155.05820854703478,150.26679705021655
45,111.00097144126676,128.8965813489295,154.14967917911446,149.35082339029773
46,108.64720917802367,124.99247187655513,153.47526022012224,141.25455798605353
47,108.35109137136979,126.08185676475252,162.11157360054509,147.33293842603172
48,110.17802043397884,91.1526814139124,161.21467739666764,134.01194040265145
